GEOID;tract;county;hh_count;median_hh_inc;mean_hh_inc
04013061036;Census Tract 610.36; Maricopa County;1393;120246;136301
04013061037;Census Tract 610.37; Maricopa County;1789;105088;102803
04013061038;Census Tract 610.38; Maricopa County;1421;76692;84500
04013061039;Census Tract 610.39; Maricopa County;1554;118819;124427
04013061040;Census Tract 610.40; Maricopa County;1496;76789;79648
04013061041;Census Tract 610.41; Maricopa County;1477;76162;76034
04013061042;Census Tract 610.42; Maricopa County;945;65880;76341
04013061043;Census Tract 610.43; Maricopa County;758;71500;100845
04013061044;Census Tract 610.44; Maricopa County;2747;96875;105250
04013061045;Census Tract 610.45; Maricopa County;2660;113458;129741
04013061046;Census Tract 610.46; Maricopa County;2139;59540;72593
04013061047;Census Tract 610.47; Maricopa County;1210;125000;147023
04013061048;Census Tract 610.48; Maricopa County;1402;79094;108361
04013061049;Census Tract 610.49; Maricopa County;1764;91105;97045
04013061050;Census Tract 610.50; Maricopa County;1780;87736;95208
04013061051;Census Tract 610.51; Maricopa County;1299;80875;101479
04013061052;Census Tract 610.52; Maricopa County;2764;78350;93942
04013061053;Census Tract 610.53; Maricopa County;2094;56538;90680
04013061054;Census Tract 610.54; Maricopa County;3016;98000;130756
04013061055;Census Tract 610.55; Maricopa County;1815;121896;149766
04013061056;Census Tract 610.56; Maricopa County;1011;129583;138997
04013061057;Census Tract 610.57; Maricopa County;989;77713;94878
04013061058;Census Tract 610.58; Maricopa County;1156;81429;82449
04013061059;Census Tract 610.59; Maricopa County;1511;99293;107953
04013061060;Census Tract 610.60; Maricopa County;973;75914;120873
04013061061;Census Tract 610.61; Maricopa County;1367;86217;95410
04013061062;Census Tract 610.62; Maricopa County;2297;93573;101613
04013061063;Census Tract 610.63; Maricopa County;536;48547;49671
04013061064;Census Tract 610.64; Maricopa County;990;96429;131385
04013061100;Census Tract 611; Maricopa County;598;53710;59344
04013061200;Census Tract 612; Maricopa County;2043;46165;47694
04013061300;Census Tract 613; Maricopa County;708;55222;63311
04013061401;Census Tract 614.01; Maricopa County;714;37059;45270
04013061402;Census Tract 614.02; Maricopa County;1983;48546;62258
04013071503;Census Tract 715.03; Maricopa County;2893;42667;59751
04013071504;Census Tract 715.04; Maricopa County;2151;51639;61682
04013071505;Census Tract 715.05; Maricopa County;3775;49421;57374
04013071506;Census Tract 715.06; Maricopa County;2290;51721;62628
04013071509;Census Tract 715.09; Maricopa County;2036;80143;95647
04013071510;Census Tract 715.10; Maricopa County;1410;124432;141056
04013071511;Census Tract 715.11; Maricopa County;1336;69306;80425
04013071512;Census Tract 715.12; Maricopa County;2372;79391;96095
04013071513;Census Tract 715.13; Maricopa County;534;102917;124643
04013071514;Census Tract 715.14; Maricopa County;1914;85792;91637
04013071515;Census Tract 715.15; Maricopa County;1870;69886;83684
04013071516;Census Tract 715.16; Maricopa County;2214;45896;61001
04013071517;Census Tract 715.17; Maricopa County;1355;88750;92755
04013071600;Census Tract 716; Maricopa County;1751;35895;52043
04013071701;Census Tract 717.01; Maricopa County;938;69701;75328
04013071702;Census Tract 717.02; Maricopa County;2078;39688;50788
04013071801;Census Tract 718.01; Maricopa County;3104;38684;44856
04013071802;Census Tract 718.02; Maricopa County;2055;36540;48210
04013071903;Census Tract 719.03; Maricopa County;2345;73120;79439
04013071906;Census Tract 719.06; Maricopa County;2148;55273;70719
04013071909;Census Tract 719.09; Maricopa County;1664;57458;68501
04013071910;Census Tract 719.10; Maricopa County;2565;51287;63745
04013071911;Census Tract 719.11; Maricopa County;1091;78132;88742
04013071912;Census Tract 719.12; Maricopa County;1243;43922;52402
04013071913;Census Tract 719.13; Maricopa County;1963;53445;66877
04013071914;Census Tract 719.14; Maricopa County;933;58125;60310
04013071915;Census Tract 719.15; Maricopa County;1470;56786;69737
04013082002;Census Tract 820.02; Maricopa County;2408;77941;66717
04013082007;Census Tract 820.07; Maricopa County;1179;53462;67054
04013082008;Census Tract 820.08; Maricopa County;1556;60859;70440
04013082009;Census Tract 820.09; Maricopa County;1348;60732;72290
04013082010;Census Tract 820.10; Maricopa County;1318;70875;87882
04013082012;Census Tract 820.12; Maricopa County;1856;69587;75798
04013082016;Census Tract 820.16; Maricopa County;869;84493;90037
04013082017;Census Tract 820.17; Maricopa County;1455;65273;88079
04013082018;Census Tract 820.18; Maricopa County;1578;70688;72390
04013082019;Census Tract 820.19; Maricopa County;826;99085;105332
04013082020;Census Tract 820.20; Maricopa County;1458;96875;99421
04013082021;Census Tract 820.21; Maricopa County;810;101602;97441
04013082022;Census Tract 820.22; Maricopa County;1881;52681;67738
04013082023;Census Tract 820.23; Maricopa County;1816;87742;94221
04013082024;Census Tract 820.24; Maricopa County;1636;54907;65227
04013082025;Census Tract 820.25; Maricopa County;1048;93690;100343
04013082026;Census Tract 820.26; Maricopa County;2095;88598;96136
04013082027;Census Tract 820.27; Maricopa County;1461;62757;96417
04013082028;Census Tract 820.28; Maricopa County;1385;56875;72049
04013082204;Census Tract 822.04; Maricopa County;1497;77153;87192
04013082205;Census Tract 822.05; Maricopa County;1715;79447;85132
04013082206;Census Tract 822.06; Maricopa County;1013;87942;104591
04013082207;Census Tract 822.07; Maricopa County;900;81167;88319
04013082208;Census Tract 822.08; Maricopa County;889;61745;70948
04013082209;Census Tract 822.09; Maricopa County;976;47976;54489
04013082210;Census Tract 822.10; Maricopa County;1432;72009;85847
04013082211;Census Tract 822.11; Maricopa County;2110;97808;93749
04013082212;Census Tract 822.12; Maricopa County;1606;93412;99214
04013082213;Census Tract 822.13; Maricopa County;1706;97865;111685
04013083000;Census Tract 830; Maricopa County;2521;48002;55803
04013092305;Census Tract 923.05; Maricopa County;1515;48185;59688
04013092306;Census Tract 923.06; Maricopa County;2003;78055;86582
04013092307;Census Tract 923.07; Maricopa County;2186;57941;86499
04013092308;Census Tract 923.08; Maricopa County;2630;55754;63387
04013092309;Census Tract 923.09; Maricopa County;1841;85282;83051
04013092311;Census Tract 923.11; Maricopa County;1274;29833;34524
04013092312;Census Tract 923.12; Maricopa County;2528;45250;59610
04013092401;Census Tract 924.01; Maricopa County;1674;42197;71527
04013092402;Census Tract 924.02; Maricopa County;1747;37203;46926
04013092500;Census Tract 925; Maricopa County;1915;47820;53485
04013092600;Census Tract 926; Maricopa County;1132;35568;43164
04013092705;Census Tract 927.05; Maricopa County;1581;55214;61915
04013092708;Census Tract 927.08; Maricopa County;783;56042;74572
04013092709;Census Tract 927.09; Maricopa County;1573;72917;91840
04013092710;Census Tract 927.10; Maricopa County;1650;92083;105835
04013092711;Census Tract 927.11; Maricopa County;1164;73698;91241
04013092712;Census Tract 927.12; Maricopa County;1573;64063;87059
04013092713;Census Tract 927.13; Maricopa County;1459;81917;82072
04013092715;Census Tract 927.15; Maricopa County;1315;64180;96050
04013092716;Census Tract 927.16; Maricopa County;1101;64056;72460
04013092717;Census Tract 927.17; Maricopa County;1637;46685;66109
04013092718;Census Tract 927.18; Maricopa County;1208;50714;64215
04013092719;Census Tract 927.19; Maricopa County;1614;66096;74363
04013092720;Census Tract 927.20; Maricopa County;2150;77826;94828
04013092721;Census Tract 927.21; Maricopa County;1040;126705;123795
04013092723;Census Tract 927.23; Maricopa County;1617;70488;83630
04013092724;Census Tract 927.24; Maricopa County;1631;47019;55392
04013092801;Census Tract 928.01; Maricopa County;1562;46382;48385
04013092802;Census Tract 928.02; Maricopa County;1815;37058;42351
04013092900;Census Tract 929; Maricopa County;1044;34750;44652
04013093001;Census Tract 930.01; Maricopa County;1970;37169;51845
04013093002;Census Tract 930.02; Maricopa County;1213;60386;58040
04013093101;Census Tract 931.01; Maricopa County;1624;43224;46381
04013093104;Census Tract 931.04; Maricopa County;1595;35953;37341
04013093105;Census Tract 931.05; Maricopa County;1830;32340;43549
04013093106;Census Tract 931.06; Maricopa County;1055;63092;72948
04013093200;Census Tract 932; Maricopa County;1472;49018;58024
04013103205;Census Tract 1032.05; Maricopa County;904;95000;122931
04013103206;Census Tract 1032.06; Maricopa County;847;123209;157353
04013103207;Census Tract 1032.07; Maricopa County;795;133542;168840
04013103208;Census Tract 1032.08; Maricopa County;2070;66100;84140
04013103209;Census Tract 1032.09; Maricopa County;2062;107650;183648
04013103210;Census Tract 1032.10; Maricopa County;3543;60208;84103
04013103211;Census Tract 1032.11; Maricopa County;1754;110000;122916
04013103212;Census Tract 1032.12; Maricopa County;1575;104491;144670
04013103214;Census Tract 1032.14; Maricopa County;1524;119722;146716
04013103215;Census Tract 1032.15; Maricopa County;1026;121875;153010
04013103216;Census Tract 1032.16; Maricopa County;2302;86094;122716
04013103217;Census Tract 1032.17; Maricopa County;2484;81907;106052
04013103219;Census Tract 1032.19; Maricopa County;1693;92274;151865
04013103220;Census Tract 1032.20; Maricopa County;1280;96635;123260
04013103302;Census Tract 1033.02; Maricopa County;2249;67054;84305
04013103303;Census Tract 1033.03; Maricopa County;1628;74868;88212
04013103304;Census Tract 1033.04; Maricopa County;1583;41853;51131
04013103305;Census Tract 1033.05; Maricopa County;1191;41778;59507
04013103306;Census Tract 1033.06; Maricopa County;1470;38761;54527
04013103400;Census Tract 1034; Maricopa County;1803;65208;88812
04013103501;Census Tract 1035.01; Maricopa County;1246;80338;95204
04013103502;Census Tract 1035.02; Maricopa County;2491;69922;80970
04013103604;Census Tract 1036.04; Maricopa County;1934;66220;88829
04013103605;Census Tract 1036.05; Maricopa County;2404;124634;154771
04013103606;Census Tract 1036.06; Maricopa County;1908;75688;103426
04013103607;Census Tract 1036.07; Maricopa County;1632;103409;129500
04013103608;Census Tract 1036.08; Maricopa County;1615;78003;88220
04013103609;Census Tract 1036.09; Maricopa County;2531;42506;50364
04013103611;Census Tract 1036.11; Maricopa County;2229;103468;139797
04013103612;Census Tract 1036.12; Maricopa County;2636;52436;77100
04013103614;Census Tract 1036.14; Maricopa County;1228;79412;94625
04013103615;Census Tract 1036.15; Maricopa County;1837;37483;49045
04013103701;Census Tract 1037.01; Maricopa County;2331;49357;62915
04013103702;Census Tract 1037.02; Maricopa County;1564;79352;95027
04013103900;Census Tract 1039; Maricopa County;2416;53214;72172
04013104000;Census Tract 1040; Maricopa County;2986;43705;58165
04013104100;Census Tract 1041; Maricopa County;2621;48861;60363
04013104202;Census Tract 1042.02; Maricopa County;1666;72632;92056
04013104203;Census Tract 1042.03; Maricopa County;2349;80809;94851
04013104204;Census Tract 1042.04; Maricopa County;1006;65970;88476
04013104205;Census Tract 1042.05; Maricopa County;2840;39104;52575
04013104206;Census Tract 1042.06; Maricopa County;1264;63750;71522
04013104207;Census Tract 1042.07; Maricopa County;1849;70438;78893
04013104212;Census Tract 1042.12; Maricopa County;2274;67833;77705
04013104214;Census Tract 1042.14; Maricopa County;876;63125;83010
04013104215;Census Tract 1042.15; Maricopa County;1468;66771;90146
04013104216;Census Tract 1042.16; Maricopa County;1832;67868;68860
04013104217;Census Tract 1042.17; Maricopa County;1881;60943;69783
04013104218;Census Tract 1042.18; Maricopa County;1401;65033;72176
04013104219;Census Tract 1042.19; Maricopa County;1133;64279;76586
04013104221;Census Tract 1042.21; Maricopa County;1802;72143;80022
04013104222;Census Tract 1042.22; Maricopa County;2218;76095;92879
04013104223;Census Tract 1042.23; Maricopa County;636;134643;163891
04013104224;Census Tract 1042.24; Maricopa County;2397;61980;80872
04013104225;Census Tract 1042.25; Maricopa County;1275;82958;93146
04013104226;Census Tract 1042.26; Maricopa County;1583;63105;76077
04013104227;Census Tract 1042.27; Maricopa County;773;56354;66749
04013104301;Census Tract 1043.01; Maricopa County;1309;60236;79055
04013104302;Census Tract 1043.02; Maricopa County;1954;43862;48190
04013104401;Census Tract 1044.01; Maricopa County;2209;32472;41216
04013104402;Census Tract 1044.02; Maricopa County;1045;39916;54098
04013104501;Census Tract 1045.01; Maricopa County;1383;40547;49719
04013104502;Census Tract 1045.02; Maricopa County;1827;47134;49673
04013104600;Census Tract 1046; Maricopa County;1681;52520;82695
04013104701;Census Tract 1047.01; Maricopa County;1533;49599;52663
04013104702;Census Tract 1047.02; Maricopa County;1803;38412;59363
04013104801;Census Tract 1048.01; Maricopa County;1532;107292;139443
04013104802;Census Tract 1048.02; Maricopa County;2380;72794;92686
04013104900;Census Tract 1049; Maricopa County;1608;103598;114391
04013105002;Census Tract 1050.02; Maricopa County;1149;188925;326548
04013105003;Census Tract 1050.03; Maricopa County;1427;243542;386899
04013105004;Census Tract 1050.04; Maricopa County;1391;187841;344415
04013105101;Census Tract 1051.01; Maricopa County;1648;156563;219262
04013105102;Census Tract 1051.02; Maricopa County;2421;97015;172966
04013105103;Census Tract 1051.03; Maricopa County;1273;183177;368796
04013105200;Census Tract 1052; Maricopa County;2904;73320;85710
04013105300;Census Tract 1053; Maricopa County;2143;70313;100364
04013105400;Census Tract 1054; Maricopa County;1505;110083;149024
04013105501;Census Tract 1055.01; Maricopa County;986;50750;63008
04013105502;Census Tract 1055.02; Maricopa County;883;41375;50499
04013105503;Census Tract 1055.03; Maricopa County;2132;40735;43728
04013105601;Census Tract 1056.01; Maricopa County;1162;44964;72154
04013105602;Census Tract 1056.02; Maricopa County;2196;39881;49627
04013105701;Census Tract 1057.01; Maricopa County;1191;58810;74526
04013105702;Census Tract 1057.02; Maricopa County;1318;65762;75941
04013105800;Census Tract 1058; Maricopa County;2156;68389;85251
04013105900;Census Tract 1059; Maricopa County;1988;47198;65652
04013106001;Census Tract 1060.01; Maricopa County;577;41125;49168
04013106002;Census Tract 1060.02; Maricopa County;1335;41117;49618
04013106003;Census Tract 1060.03; Maricopa County;1288;53500;64749
04013106100;Census Tract 1061; Maricopa County;2618;71021;88364
04013106200;Census Tract 1062; Maricopa County;1173;184470;249695
04013106300;Census Tract 1063; Maricopa County;2709;81797;112053
04013106400;Census Tract 1064; Maricopa County;1335;70938;114263
04013106501;Census Tract 1065.01; Maricopa County;1417;76061;118208
04013106502;Census Tract 1065.02; Maricopa County;1862;58205;91234
04013106600;Census Tract 1066; Maricopa County;1725;92431;151336
04013106701;Census Tract 1067.01; Maricopa County;2006;37370;51980
04013106702;Census Tract 1067.02; Maricopa County;547;56172;83259
04013106703;Census Tract 1067.03; Maricopa County;998;90068;107433
04013106801;Census Tract 1068.01; Maricopa County;1764;29512;56261
04013106802;Census Tract 1068.02; Maricopa County;1294;53561;76759
04013106900;Census Tract 1069; Maricopa County;2261;54531;67950
04013107001;Census Tract 1070.01; Maricopa County;1493;45144;55119
04013107002;Census Tract 1070.02; Maricopa County;1148;40000;54952
04013107101;Census Tract 1071.01; Maricopa County;1274;63580;76215
04013107102;Census Tract 1071.02; Maricopa County;1675;48004;55555
04013107201;Census Tract 1072.01; Maricopa County;309;-;29644
04013107202;Census Tract 1072.02; Maricopa County;1370;60431;70778
04013107300;Census Tract 1073; Maricopa County;2154;49857;60455
04013107401;Census Tract 1074.01; Maricopa County;1128;61333;99323
04013107402;Census Tract 1074.02; Maricopa County;448;50625;50496
04013107403;Census Tract 1074.03; Maricopa County;980;29125;47051
04013107404;Census Tract 1074.04; Maricopa County;488;14746;20507
04013107500;Census Tract 1075; Maricopa County;1616;106813;143729
04013107601;Census Tract 1076.01; Maricopa County;1893;49188;71014
04013107602;Census Tract 1076.02; Maricopa County;1274;88077;124851
04013107700;Census Tract 1077; Maricopa County;2179;78906;148379
04013107800;Census Tract 1078; Maricopa County;1463;107784;175422
04013107900;Census Tract 1079; Maricopa County;1581;110553;225626
04013108000;Census Tract 1080; Maricopa County;964;227333;384988
04013108100;Census Tract 1081; Maricopa County;1100;99500;178494
04013108200;Census Tract 1082; Maricopa County;1633;80846;177069
04013108301;Census Tract 1083.01; Maricopa County;1676;110136;160701
04013108302;Census Tract 1083.02; Maricopa County;1548;69535;107463
04013108400;Census Tract 1084; Maricopa County;3048;69829;124611
04013108501;Census Tract 1085.01; Maricopa County;1093;66060;75517
04013108502;Census Tract 1085.02; Maricopa County;1938;94338;127195
04013108601;Census Tract 1086.01; Maricopa County;1303;47375;60102
04013108602;Census Tract 1086.02; Maricopa County;3259;48936;61462
04013108802;Census Tract 1088.02; Maricopa County;1139;54261;79515
04013108901;Census Tract 1089.01; Maricopa County;1036;60000;106471
04013108902;Census Tract 1089.02; Maricopa County;2192;51131;61402
04013109001;Census Tract 1090.01; Maricopa County;1618;38421;50904
04013109002;Census Tract 1090.02; Maricopa County;1543;34331;44518
04013109003;Census Tract 1090.03; Maricopa County;2040;36833;39091
04013109101;Census Tract 1091.01; Maricopa County;940;49091;66088
04013109102;Census Tract 1091.02; Maricopa County;1854;53068;51206
04013109200;Census Tract 1092; Maricopa County;1509;38438;55388
04013109300;Census Tract 1093; Maricopa County;1144;72933;80929
04013109401;Census Tract 1094.01; Maricopa County;1265;50186;60854
04013109402;Census Tract 1094.02; Maricopa County;1245;48942;66399
04013109500;Census Tract 1095; Maricopa County;1458;74000;95404
04013109601;Census Tract 1096.01; Maricopa County;1322;44434;53691
04013109602;Census Tract 1096.02; Maricopa County;2012;48952;69174
04013109603;Census Tract 1096.03; Maricopa County;1146;65135;71106
04013109604;Census Tract 1096.04; Maricopa County;1133;57862;73267
04013109702;Census Tract 1097.02; Maricopa County;1366;61034;71848
04013109703;Census Tract 1097.03; Maricopa County;999;48573;52805
04013109704;Census Tract 1097.04; Maricopa County;642;46346;61585
04013109705;Census Tract 1097.05; Maricopa County;516;71389;88375
04013109706;Census Tract 1097.06; Maricopa County;927;50404;56943
04013109707;Census Tract 1097.07; Maricopa County;1665;36924;45542
04013109801;Census Tract 1098.01; Maricopa County;1308;41481;54450
04013109802;Census Tract 1098.02; Maricopa County;1221;63491;67414
04013109900;Census Tract 1099; Maricopa County;1970;56212;65770
04013110001;Census Tract 1100.01; Maricopa County;1087;55585;65179
04013110002;Census Tract 1100.02; Maricopa County;1285;63301;68989
04013110100;Census Tract 1101; Maricopa County;1834;49819;60768
04013110400;Census Tract 1104; Maricopa County;2223;56015;87396
04013110501;Census Tract 1105.01; Maricopa County;2003;52509;62874
04013110502;Census Tract 1105.02; Maricopa County;1918;63859;87735
04013110600;Census Tract 1106; Maricopa County;2022;68428;78365
04013110701;Census Tract 1107.01; Maricopa County;1019;52064;50888
04013110702;Census Tract 1107.02; Maricopa County;1687;66510;86034
04013110801;Census Tract 1108.01; Maricopa County;2321;54177;87968
04013110802;Census Tract 1108.02; Maricopa County;1089;64276;85002
04013110901;Census Tract 1109.01; Maricopa County;1674;49458;78966
04013110902;Census Tract 1109.02; Maricopa County;1886;61900;89812
04013111000;Census Tract 1110; Maricopa County;1981;98424;116881
04013111100;Census Tract 1111; Maricopa County;1838;102167;137124
04013111201;Census Tract 1112.01; Maricopa County;2598;45824;78978
04013111202;Census Tract 1112.02; Maricopa County;854;48333;50227
04013111203;Census Tract 1112.03; Maricopa County;1102;44118;51057
04013111204;Census Tract 1112.04; Maricopa County;1658;67443;77434
04013111300;Census Tract 1113; Maricopa County;2438;63511;77246
04013111401;Census Tract 1114.01; Maricopa County;1290;59608;69215
04013111402;Census Tract 1114.02; Maricopa County;1388;56842;71360
04013111501;Census Tract 1115.01; Maricopa County;738;39583;54799
04013111502;Census Tract 1115.02; Maricopa County;2255;47759;58167
04013111601;Census Tract 1116.01; Maricopa County;1030;49286;62911
04013111602;Census Tract 1116.02; Maricopa County;1797;50889;54565
04013111700;Census Tract 1117; Maricopa County;2432;75075;80974
04013111800;Census Tract 1118; Maricopa County;2531;81957;124672
04013111900;Census Tract 1119; Maricopa County;1130;111667;125000
04013112100;Census Tract 1121; Maricopa County;1028;47829;59829
04013112201;Census Tract 1122.01; Maricopa County;1282;52312;64359
04013112202;Census Tract 1122.02; Maricopa County;1567;32656;58312
04013112301;Census Tract 1123.01; Maricopa County;2096;35820;57800
04013112302;Census Tract 1123.02; Maricopa County;2083;39779;50507
04013112401;Census Tract 1124.01; Maricopa County;1811;48114;57823
04013112402;Census Tract 1124.02; Maricopa County;1370;74476;76180
04013112502;Census Tract 1125.02; Maricopa County;1405;57656;81800
04013112504;Census Tract 1125.04; Maricopa County;1195;44504;63188
04013112507;Census Tract 1125.07; Maricopa County;1070;37083;49357
04013112508;Census Tract 1125.08; Maricopa County;666;55051;52300
04013112510;Census Tract 1125.10; Maricopa County;1178;76513;99955
04013112512;Census Tract 1125.12; Maricopa County;140;59091;60436
04013112514;Census Tract 1125.14; Maricopa County;1462;73621;77123
04013112515;Census Tract 1125.15; Maricopa County;1299;61250;85562
04013112516;Census Tract 1125.16; Maricopa County;1282;52627;67067
04013112517;Census Tract 1125.17; Maricopa County;1460;82647;78879
04013112518;Census Tract 1125.18; Maricopa County;1087;84205;97588
04013112519;Census Tract 1125.19; Maricopa County;1145;43484;46930
04013112520;Census Tract 1125.20; Maricopa County;1203;56012;60812
04013112521;Census Tract 1125.21; Maricopa County;1205;40513;41573
04013112522;Census Tract 1125.22; Maricopa County;1661;50573;61964
04013112523;Census Tract 1125.23; Maricopa County;1442;49461;75541
04013112524;Census Tract 1125.24; Maricopa County;2014;42844;78509
04013112601;Census Tract 1126.01; Maricopa County;1191;30307;47279
04013112602;Census Tract 1126.02; Maricopa County;2172;41715;52764
04013112700;Census Tract 1127; Maricopa County;1994;45993;57195
04013112900;Census Tract 1129; Maricopa County;2009;39712;61682
04013113000;Census Tract 1130; Maricopa County;1820;58556;90712
04013113100;Census Tract 1131; Maricopa County;2168;34104;56334
04013113201;Census Tract 1132.01; Maricopa County;739;47798;73777
04013113202;Census Tract 1132.02; Maricopa County;741;40592;57129
04013113204;Census Tract 1132.04; Maricopa County;1287;45042;54023
04013113301;Census Tract 1133.01; Maricopa County;1319;21518;28259
04013113502;Census Tract 1135.02; Maricopa County;778;40410;43153
04013113503;Census Tract 1135.03; Maricopa County;1453;45052;54926
04013113601;Census Tract 1136.01; Maricopa County;1562;49359;60344
04013113602;Census Tract 1136.02; Maricopa County;1400;45217;56311
04013113701;Census Tract 1137.01; Maricopa County;2418;42792;53648
04013113702;Census Tract 1137.02; Maricopa County;701;73309;81451
04013113800;Census Tract 1138; Maricopa County;1287;59418;79544
04013113900;Census Tract 1139; Maricopa County;562;20833;28506
04013114000;Census Tract 1140; Maricopa County;1253;39156;57347
04013114100;Census Tract 1141; Maricopa County;702;43750;96561
04013114200;Census Tract 1142; Maricopa County;345;30781;50837
04013114301;Census Tract 1143.01; Maricopa County;256;45123;49048
04013114302;Census Tract 1143.02; Maricopa County;1002;25907;30793
04013114401;Census Tract 1144.01; Maricopa County;533;40347;56101
04013114402;Census Tract 1144.02; Maricopa County;595;49018;48303
04013114500;Census Tract 1145; Maricopa County;1353;38750;56144
04013114600;Census Tract 1146; Maricopa County;434;37667;50986
04013114704;Census Tract 1147.04; Maricopa County;398;24928;34105
04013114705;Census Tract 1147.05; Maricopa County;0;-;-
04013114800;Census Tract 1148; Maricopa County;793;42188;52631
04013114900;Census Tract 1149; Maricopa County;1181;23388;30584
04013115200;Census Tract 1152; Maricopa County;875;53550;59974
04013115300;Census Tract 1153; Maricopa County;1046;27099;36787
04013115400;Census Tract 1154; Maricopa County;536;45313;58460
04013115500;Census Tract 1155; Maricopa County;1100;39787;55034
04013115600;Census Tract 1156; Maricopa County;1111;46094;58386
04013115700;Census Tract 1157; Maricopa County;1934;68923;86169
