GEOID;tract;county;hh_count;median_hh_inc;mean_hh_inc
04013050618;Census Tract 506.18; Maricopa County;2271;155859;155847
04013050619;Census Tract 506.19; Maricopa County;3373;132530;149728
04013050620;Census Tract 506.20; Maricopa County;2751;114830;151596
04013050621;Census Tract 506.21; Maricopa County;2562;91552;122686
04013050701;Census Tract 507.01; Maricopa County;2324;72607;74956
04013050702;Census Tract 507.02; Maricopa County;2472;75795;79550
04013060801;Census Tract 608.01; Maricopa County;2030;52674;63530
04013060802;Census Tract 608.02; Maricopa County;1037;74707;82195
04013060901;Census Tract 609.01; Maricopa County;1543;83141;90193
04013060902;Census Tract 609.02; Maricopa County;1201;49313;54571
04013060903;Census Tract 609.03; Maricopa County;1562;81599;90196
04013060904;Census Tract 609.04; Maricopa County;1205;74495;80440
04013061010;Census Tract 610.10; Maricopa County;2603;124339;143342
04013061011;Census Tract 610.11; Maricopa County;2892;119348;127975
04013061013;Census Tract 610.13; Maricopa County;2153;106200;115714
04013061014;Census Tract 610.14; Maricopa County;2483;65699;79388
04013061015;Census Tract 610.15; Maricopa County;1929;80288;104967
04013061017;Census Tract 610.17; Maricopa County;0;-;-
04013061018;Census Tract 610.18; Maricopa County;3281;78835;107450
04013061020;Census Tract 610.20; Maricopa County;1205;132292;160543
04013061021;Census Tract 610.21; Maricopa County;578;147917;190481
04013061024;Census Tract 610.24; Maricopa County;781;99495;110134
04013061026;Census Tract 610.26; Maricopa County;2031;100417;113081
04013061027;Census Tract 610.27; Maricopa County;2079;86645;92157
04013061028;Census Tract 610.28; Maricopa County;1212;74438;102499
04013061029;Census Tract 610.29; Maricopa County;1949;72047;92905
04013061031;Census Tract 610.31; Maricopa County;2676;111925;161077
04013061032;Census Tract 610.32; Maricopa County;2006;101000;115058
04013061033;Census Tract 610.33; Maricopa County;2062;91288;102698
04013061034;Census Tract 610.34; Maricopa County;2615;94458;120567
04013061035;Census Tract 610.35; Maricopa County;2191;85267;98851
04013061036;Census Tract 610.36; Maricopa County;1440;150046;160169
04013061037;Census Tract 610.37; Maricopa County;1880;115391;119067
04013061038;Census Tract 610.38; Maricopa County;1494;101940;112422
04013061039;Census Tract 610.39; Maricopa County;1918;135721;137645
04013061040;Census Tract 610.40; Maricopa County;1453;86909;94712
04013061041;Census Tract 610.41; Maricopa County;1501;78326;86570
04013061042;Census Tract 610.42; Maricopa County;881;63646;78265
04013061043;Census Tract 610.43; Maricopa County;753;82355;103440
04013061044;Census Tract 610.44; Maricopa County;3021;110948;126260
04013061045;Census Tract 610.45; Maricopa County;2975;124668;138015
04013061046;Census Tract 610.46; Maricopa County;2084;60750;76045
04013061047;Census Tract 610.47; Maricopa County;1257;136370;151934
04013061048;Census Tract 610.48; Maricopa County;1460;100000;127052
04013061049;Census Tract 610.49; Maricopa County;1751;110299;125735
04013061050;Census Tract 610.50; Maricopa County;1913;105809;120556
04013061051;Census Tract 610.51; Maricopa County;1340;118929;134116
04013061052;Census Tract 610.52; Maricopa County;2886;86741;101537
04013061053;Census Tract 610.53; Maricopa County;3005;55958;79511
04013061054;Census Tract 610.54; Maricopa County;3501;103046;126838
04013061055;Census Tract 610.55; Maricopa County;1812;142217;175482
04013061056;Census Tract 610.56; Maricopa County;1098;142955;153331
04013061057;Census Tract 610.57; Maricopa County;1212;79688;102611
04013061058;Census Tract 610.58; Maricopa County;1460;96021;93291
04013061059;Census Tract 610.59; Maricopa County;1469;135635;146140
04013061060;Census Tract 610.60; Maricopa County;930;93542;114101
04013061061;Census Tract 610.61; Maricopa County;1365;107882;118142
04013061062;Census Tract 610.62; Maricopa County;2251;107182;127082
04013061063;Census Tract 610.63; Maricopa County;580;55179;63083
04013061064;Census Tract 610.64; Maricopa County;1144;110962;131379
04013061100;Census Tract 611; Maricopa County;621;61847;69124
04013061200;Census Tract 612; Maricopa County;2257;49326;53226
04013061300;Census Tract 613; Maricopa County;713;68897;81954
04013061401;Census Tract 614.01; Maricopa County;671;50321;60312
04013061402;Census Tract 614.02; Maricopa County;2000;73358;81142
04013071503;Census Tract 715.03; Maricopa County;3097;52337;69598
04013071504;Census Tract 715.04; Maricopa County;2029;54740;65800
04013071505;Census Tract 715.05; Maricopa County;3816;51591;59034
04013071506;Census Tract 715.06; Maricopa County;2479;55777;72320
04013071509;Census Tract 715.09; Maricopa County;2093;111172;121439
04013071510;Census Tract 715.10; Maricopa County;1405;140099;170231
04013071511;Census Tract 715.11; Maricopa County;1502;91774;92462
04013071512;Census Tract 715.12; Maricopa County;2278;94871;117127
04013071513;Census Tract 715.13; Maricopa County;568;95395;129036
04013071514;Census Tract 715.14; Maricopa County;1887;89011;98482
04013071515;Census Tract 715.15; Maricopa County;1898;82611;107577
04013071516;Census Tract 715.16; Maricopa County;2312;59000;70227
04013071517;Census Tract 715.17; Maricopa County;1355;107321;114897
04013071600;Census Tract 716; Maricopa County;1681;47628;61332
04013071701;Census Tract 717.01; Maricopa County;899;82039;94040
04013071702;Census Tract 717.02; Maricopa County;2084;44814;53790
04013071801;Census Tract 718.01; Maricopa County;2919;40694;49321
04013071802;Census Tract 718.02; Maricopa County;1988;41200;52728
04013071903;Census Tract 719.03; Maricopa County;2523;74542;87891
04013071906;Census Tract 719.06; Maricopa County;2215;70412;83765
04013071909;Census Tract 719.09; Maricopa County;1667;56128;79339
04013071910;Census Tract 719.10; Maricopa County;2581;56899;72369
04013071911;Census Tract 719.11; Maricopa County;1203;85602;88983
04013071912;Census Tract 719.12; Maricopa County;1245;47027;62453
04013071913;Census Tract 719.13; Maricopa County;1896;52095;70997
04013071914;Census Tract 719.14; Maricopa County;929;79425;86790
04013071915;Census Tract 719.15; Maricopa County;1491;67757;79866
04013082002;Census Tract 820.02; Maricopa County;2454;80189;79315
04013082007;Census Tract 820.07; Maricopa County;1127;83189;105287
04013082008;Census Tract 820.08; Maricopa County;1592;80250;85017
04013082009;Census Tract 820.09; Maricopa County;1319;67154;78436
04013082010;Census Tract 820.10; Maricopa County;1390;87200;108476
04013082012;Census Tract 820.12; Maricopa County;1930;84773;90959
04013082016;Census Tract 820.16; Maricopa County;1133;90156;103765
04013082017;Census Tract 820.17; Maricopa County;1520;102500;130862
04013082018;Census Tract 820.18; Maricopa County;1621;82106;96724
04013082019;Census Tract 820.19; Maricopa County;816;118173;116939
04013082020;Census Tract 820.20; Maricopa County;1565;111094;112059
04013082021;Census Tract 820.21; Maricopa County;823;113517;112114
04013082022;Census Tract 820.22; Maricopa County;1811;62326;76119
04013082023;Census Tract 820.23; Maricopa County;1950;96789;108793
04013082024;Census Tract 820.24; Maricopa County;1812;68889;85104
04013082025;Census Tract 820.25; Maricopa County;1095;104441;112590
04013082026;Census Tract 820.26; Maricopa County;2197;104152;114123
04013082027;Census Tract 820.27; Maricopa County;1773;97104;113617
04013082028;Census Tract 820.28; Maricopa County;1330;66151;95453
04013082204;Census Tract 822.04; Maricopa County;1756;97719;102805
04013082205;Census Tract 822.05; Maricopa County;1721;88809;91101
04013082206;Census Tract 822.06; Maricopa County;1004;106375;118462
04013082207;Census Tract 822.07; Maricopa County;885;118255;119896
04013082208;Census Tract 822.08; Maricopa County;968;74847;97857
04013082209;Census Tract 822.09; Maricopa County;932;44595;63617
04013082210;Census Tract 822.10; Maricopa County;1371;82355;104843
04013082211;Census Tract 822.11; Maricopa County;2305;107083;101381
04013082212;Census Tract 822.12; Maricopa County;1751;105372;113572
04013082213;Census Tract 822.13; Maricopa County;1825;108438;116225
04013083000;Census Tract 830; Maricopa County;2630;55015;58997
04013092305;Census Tract 923.05; Maricopa County;1525;66849;77056
04013092306;Census Tract 923.06; Maricopa County;2082;80208;95464
04013092307;Census Tract 923.07; Maricopa County;2337;74053;95374
04013092308;Census Tract 923.08; Maricopa County;2724;63762;75029
04013092309;Census Tract 923.09; Maricopa County;1897;96825;103935
04013092311;Census Tract 923.11; Maricopa County;1213;31223;37505
04013092312;Census Tract 923.12; Maricopa County;2633;52315;61383
04013092401;Census Tract 924.01; Maricopa County;1739;47020;59932
04013092402;Census Tract 924.02; Maricopa County;1649;44663;59292
04013092500;Census Tract 925; Maricopa County;2043;47514;58567
04013092600;Census Tract 926; Maricopa County;1234;44733;55375
04013092705;Census Tract 927.05; Maricopa County;1480;64316;75351
04013092708;Census Tract 927.08; Maricopa County;749;71432;90573
04013092709;Census Tract 927.09; Maricopa County;1616;84734;99246
04013092710;Census Tract 927.10; Maricopa County;1732;102434;117680
04013092711;Census Tract 927.11; Maricopa County;1151;77757;94261
04013092712;Census Tract 927.12; Maricopa County;1592;78856;89720
04013092713;Census Tract 927.13; Maricopa County;1471;83068;92459
04013092715;Census Tract 927.15; Maricopa County;1364;75000;103902
04013092716;Census Tract 927.16; Maricopa County;1117;70804;83354
04013092717;Census Tract 927.17; Maricopa County;1633;47260;61350
04013092718;Census Tract 927.18; Maricopa County;1313;65208;75569
04013092719;Census Tract 927.19; Maricopa County;1955;75721;80696
04013092720;Census Tract 927.20; Maricopa County;2984;82159;103545
04013092721;Census Tract 927.21; Maricopa County;1173;142083;141009
04013092723;Census Tract 927.23; Maricopa County;1696;78864;85341
04013092724;Census Tract 927.24; Maricopa County;1740;53892;70741
04013092801;Census Tract 928.01; Maricopa County;1737;55840;62973
04013092802;Census Tract 928.02; Maricopa County;1750;47128;48849
04013092900;Census Tract 929; Maricopa County;1090;41250;57073
04013093001;Census Tract 930.01; Maricopa County;1947;43053;57785
04013093002;Census Tract 930.02; Maricopa County;1290;74297;69772
04013093101;Census Tract 931.01; Maricopa County;1653;49931;58261
04013093104;Census Tract 931.04; Maricopa County;1616;55817;55537
04013093105;Census Tract 931.05; Maricopa County;2049;43048;43450
04013093106;Census Tract 931.06; Maricopa County;1027;54923;75804
04013093200;Census Tract 932; Maricopa County;1703;56961;68848
04013103205;Census Tract 1032.05; Maricopa County;895;118472;151446
04013103206;Census Tract 1032.06; Maricopa County;797;151369;185047
04013103207;Census Tract 1032.07; Maricopa County;752;166250;188184
04013103208;Census Tract 1032.08; Maricopa County;2163;74129;101651
04013103209;Census Tract 1032.09; Maricopa County;1983;138803;219781
04013103210;Census Tract 1032.10; Maricopa County;3712;76329;101575
04013103211;Census Tract 1032.11; Maricopa County;1816;113295;125942
04013103212;Census Tract 1032.12; Maricopa County;1539;125129;172243
04013103214;Census Tract 1032.14; Maricopa County;1446;126000;171268
04013103215;Census Tract 1032.15; Maricopa County;1046;146154;180124
04013103216;Census Tract 1032.16; Maricopa County;2467;116761;149862
04013103217;Census Tract 1032.17; Maricopa County;2499;108310;130348
04013103219;Census Tract 1032.19; Maricopa County;2065;104868;171159
04013103220;Census Tract 1032.20; Maricopa County;1452;98611;129330
04013103302;Census Tract 1033.02; Maricopa County;2183;80593;93011
04013103303;Census Tract 1033.03; Maricopa County;1704;96859;104098
04013103304;Census Tract 1033.04; Maricopa County;1736;46937;56996
04013103305;Census Tract 1033.05; Maricopa County;1208;47155;54190
04013103306;Census Tract 1033.06; Maricopa County;1440;42817;65310
04013103400;Census Tract 1034; Maricopa County;1916;61944;95615
04013103501;Census Tract 1035.01; Maricopa County;1235;80964;144446
04013103502;Census Tract 1035.02; Maricopa County;2441;92398;105414
04013103604;Census Tract 1036.04; Maricopa County;1852;82750;107869
04013103605;Census Tract 1036.05; Maricopa County;2501;138387;178306
04013103606;Census Tract 1036.06; Maricopa County;1966;85893;111893
04013103607;Census Tract 1036.07; Maricopa County;1641;120150;144467
04013103608;Census Tract 1036.08; Maricopa County;1742;79427;90749
04013103609;Census Tract 1036.09; Maricopa County;2587;51764;68111
04013103611;Census Tract 1036.11; Maricopa County;2266;122167;167677
04013103612;Census Tract 1036.12; Maricopa County;2664;54345;83957
04013103614;Census Tract 1036.14; Maricopa County;1291;100688;133559
04013103615;Census Tract 1036.15; Maricopa County;1846;45363;69241
04013103701;Census Tract 1037.01; Maricopa County;2405;52516;70846
04013103702;Census Tract 1037.02; Maricopa County;1624;88526;112021
04013103900;Census Tract 1039; Maricopa County;2501;70917;85674
04013104000;Census Tract 1040; Maricopa County;3105;42662;64586
04013104100;Census Tract 1041; Maricopa County;2715;69005;85290
04013104202;Census Tract 1042.02; Maricopa County;1726;101731;145763
04013104203;Census Tract 1042.03; Maricopa County;2376;86296;103019
04013104204;Census Tract 1042.04; Maricopa County;1047;94075;120547
04013104205;Census Tract 1042.05; Maricopa County;2878;52153;63812
04013104206;Census Tract 1042.06; Maricopa County;1360;75573;85966
04013104207;Census Tract 1042.07; Maricopa County;1905;79947;88587
04013104212;Census Tract 1042.12; Maricopa County;2371;83278;99817
04013104214;Census Tract 1042.14; Maricopa County;935;69987;93486
04013104215;Census Tract 1042.15; Maricopa County;1504;83000;107719
04013104216;Census Tract 1042.16; Maricopa County;1782;84462;85804
04013104217;Census Tract 1042.17; Maricopa County;1796;71250;86997
04013104218;Census Tract 1042.18; Maricopa County;1519;79427;86469
04013104219;Census Tract 1042.19; Maricopa County;1160;76458;87349
04013104221;Census Tract 1042.21; Maricopa County;1943;91519;98425
04013104222;Census Tract 1042.22; Maricopa County;2193;76825;104881
04013104223;Census Tract 1042.23; Maricopa County;652;146538;170966
04013104224;Census Tract 1042.24; Maricopa County;2424;77574;105204
04013104225;Census Tract 1042.25; Maricopa County;1287;100871;103175
04013104226;Census Tract 1042.26; Maricopa County;1705;62879;92548
04013104227;Census Tract 1042.27; Maricopa County;829;48596;66006
04013104301;Census Tract 1043.01; Maricopa County;1299;68826;78997
04013104302;Census Tract 1043.02; Maricopa County;1984;41923;53211
04013104401;Census Tract 1044.01; Maricopa County;2187;38151;55869
04013104402;Census Tract 1044.02; Maricopa County;1170;70455;67312
04013104501;Census Tract 1045.01; Maricopa County;1522;48135;62531
04013104502;Census Tract 1045.02; Maricopa County;1801;56169;60621
04013104600;Census Tract 1046; Maricopa County;1709;56610;92064
04013104701;Census Tract 1047.01; Maricopa County;1437;68613;66910
04013104702;Census Tract 1047.02; Maricopa County;1775;42543;66280
04013104801;Census Tract 1048.01; Maricopa County;1534;138636;150896
04013104802;Census Tract 1048.02; Maricopa County;2586;79085;99653
04013104900;Census Tract 1049; Maricopa County;1670;116188;139706
04013105002;Census Tract 1050.02; Maricopa County;1092;210614;333585
04013105003;Census Tract 1050.03; Maricopa County;1487;250,000+;408930
04013105004;Census Tract 1050.04; Maricopa County;1367;215324;342396
04013105101;Census Tract 1051.01; Maricopa County;1641;181520;253649
04013105102;Census Tract 1051.02; Maricopa County;2527;106919;188675
04013105103;Census Tract 1051.03; Maricopa County;1205;228445;416134
04013105200;Census Tract 1052; Maricopa County;2882;83476;99952
04013105300;Census Tract 1053; Maricopa County;2224;90054;108515
04013105400;Census Tract 1054; Maricopa County;1490;137955;171300
04013105501;Census Tract 1055.01; Maricopa County;974;60694;72098
04013105502;Census Tract 1055.02; Maricopa County;911;51820;51434
04013105503;Census Tract 1055.03; Maricopa County;2337;45677;47105
04013105601;Census Tract 1056.01; Maricopa County;1146;92292;103115
04013105602;Census Tract 1056.02; Maricopa County;2261;49003;56925
04013105701;Census Tract 1057.01; Maricopa County;1216;66688;82338
04013105702;Census Tract 1057.02; Maricopa County;1315;72320;83844
04013105800;Census Tract 1058; Maricopa County;2189;86890;95920
04013105900;Census Tract 1059; Maricopa County;2035;70638;89937
04013106001;Census Tract 1060.01; Maricopa County;555;48456;59762
04013106002;Census Tract 1060.02; Maricopa County;1485;45822;55473
04013106003;Census Tract 1060.03; Maricopa County;1307;67716;80741
04013106100;Census Tract 1061; Maricopa County;2699;76716;95826
04013106200;Census Tract 1062; Maricopa County;1244;221833;276254
04013106300;Census Tract 1063; Maricopa County;2779;105491;138901
04013106400;Census Tract 1064; Maricopa County;1369;90146;133672
04013106501;Census Tract 1065.01; Maricopa County;1554;81310;136673
04013106502;Census Tract 1065.02; Maricopa County;2035;76434;119002
04013106600;Census Tract 1066; Maricopa County;1590;136250;198007
04013106701;Census Tract 1067.01; Maricopa County;2170;42109;59383
04013106702;Census Tract 1067.02; Maricopa County;595;72212;98564
04013106703;Census Tract 1067.03; Maricopa County;1017;101165;129015
04013106801;Census Tract 1068.01; Maricopa County;1809;32229;53224
04013106802;Census Tract 1068.02; Maricopa County;1285;64931;82605
04013106900;Census Tract 1069; Maricopa County;2262;59475;74527
04013107001;Census Tract 1070.01; Maricopa County;1482;54136;66755
04013107002;Census Tract 1070.02; Maricopa County;1150;65395;72086
04013107101;Census Tract 1071.01; Maricopa County;1264;90117;97929
04013107102;Census Tract 1071.02; Maricopa County;1646;46881;73370
04013107201;Census Tract 1072.01; Maricopa County;224;29615;37240
04013107202;Census Tract 1072.02; Maricopa County;1359;86602;79368
04013107300;Census Tract 1073; Maricopa County;2085;70274;84139
04013107401;Census Tract 1074.01; Maricopa County;1117;95521;119430
04013107402;Census Tract 1074.02; Maricopa County;521;38125;45618
04013107403;Census Tract 1074.03; Maricopa County;954;51466;67633
04013107404;Census Tract 1074.04; Maricopa County;488;27604;40100
04013107500;Census Tract 1075; Maricopa County;1717;108542;151105
04013107601;Census Tract 1076.01; Maricopa County;1923;53210;87256
04013107602;Census Tract 1076.02; Maricopa County;1277;115694;180421
04013107700;Census Tract 1077; Maricopa County;2156;89043;181125
04013107800;Census Tract 1078; Maricopa County;1504;109338;183738
04013107900;Census Tract 1079; Maricopa County;1556;107559;232049
04013108000;Census Tract 1080; Maricopa County;1091;250,000+;429288
04013108100;Census Tract 1081; Maricopa County;1086;102278;227697
04013108200;Census Tract 1082; Maricopa County;1589;108750;226343
04013108301;Census Tract 1083.01; Maricopa County;1782;125792;189119
04013108302;Census Tract 1083.02; Maricopa County;1498;76181;140370
04013108400;Census Tract 1084; Maricopa County;3258;86465;137785
04013108501;Census Tract 1085.01; Maricopa County;1212;72750;83977
04013108502;Census Tract 1085.02; Maricopa County;2264;106149;133924
04013108601;Census Tract 1086.01; Maricopa County;1386;59135;89133
04013108602;Census Tract 1086.02; Maricopa County;3422;58013;76878
04013108802;Census Tract 1088.02; Maricopa County;1298;70066;104004
04013108901;Census Tract 1089.01; Maricopa County;1125;69583;110448
04013108902;Census Tract 1089.02; Maricopa County;2390;49615;62754
04013109001;Census Tract 1090.01; Maricopa County;1697;49375;64437
04013109002;Census Tract 1090.02; Maricopa County;1557;52800;60553
04013109003;Census Tract 1090.03; Maricopa County;1904;43345;51367
04013109101;Census Tract 1091.01; Maricopa County;941;61688;82075
04013109102;Census Tract 1091.02; Maricopa County;1818;65959;63471
04013109200;Census Tract 1092; Maricopa County;1564;44080;68125
04013109300;Census Tract 1093; Maricopa County;1137;80733;92939
04013109401;Census Tract 1094.01; Maricopa County;1278;41265;51760
04013109402;Census Tract 1094.02; Maricopa County;1205;76141;89336
04013109500;Census Tract 1095; Maricopa County;1440;81058;112655
04013109601;Census Tract 1096.01; Maricopa County;1356;47483;59200
04013109602;Census Tract 1096.02; Maricopa County;2010;63937;88961
04013109603;Census Tract 1096.03; Maricopa County;1119;75924;83049
04013109604;Census Tract 1096.04; Maricopa County;1140;65571;74697
04013109702;Census Tract 1097.02; Maricopa County;1376;58523;78251
04013109703;Census Tract 1097.03; Maricopa County;975;53681;57806
04013109704;Census Tract 1097.04; Maricopa County;648;56118;71479
04013109705;Census Tract 1097.05; Maricopa County;486;96111;114884
04013109706;Census Tract 1097.06; Maricopa County;858;60071;75752
04013109707;Census Tract 1097.07; Maricopa County;1581;46798;59162
04013109801;Census Tract 1098.01; Maricopa County;1264;42260;57350
04013109802;Census Tract 1098.02; Maricopa County;1152;73023;78058
04013109900;Census Tract 1099; Maricopa County;1932;57222;72722
04013110001;Census Tract 1100.01; Maricopa County;1045;72250;77024
04013110002;Census Tract 1100.02; Maricopa County;1409;65107;72763
04013110100;Census Tract 1101; Maricopa County;1753;57056;69257
04013110400;Census Tract 1104; Maricopa County;2333;62672;87526
04013110501;Census Tract 1105.01; Maricopa County;2285;54820;74674
04013110502;Census Tract 1105.02; Maricopa County;2358;68333;96877
04013110600;Census Tract 1106; Maricopa County;2199;71450;100409
04013110701;Census Tract 1107.01; Maricopa County;1022;64962;81175
04013110702;Census Tract 1107.02; Maricopa County;1668;66078;97764
04013110801;Census Tract 1108.01; Maricopa County;2335;74982;129827
04013110802;Census Tract 1108.02; Maricopa County;1194;85220;96456
04013110901;Census Tract 1109.01; Maricopa County;1775;60462;93610
04013110902;Census Tract 1109.02; Maricopa County;1967;78497;119481
04013111000;Census Tract 1110; Maricopa County;2029;105336;142648
04013111100;Census Tract 1111; Maricopa County;1904;99787;168507
04013111201;Census Tract 1112.01; Maricopa County;2522;53798;94987
04013111202;Census Tract 1112.02; Maricopa County;875;70840;72050
04013111203;Census Tract 1112.03; Maricopa County;1070;50833;63733
04013111204;Census Tract 1112.04; Maricopa County;1674;87733;98997
04013111300;Census Tract 1113; Maricopa County;2593;75101;92409
04013111401;Census Tract 1114.01; Maricopa County;1251;81150;88343
04013111402;Census Tract 1114.02; Maricopa County;1448;62734;81102
04013111501;Census Tract 1115.01; Maricopa County;704;42813;72446
04013111502;Census Tract 1115.02; Maricopa County;2234;53714;65303
04013111601;Census Tract 1116.01; Maricopa County;974;69215;80759
04013111602;Census Tract 1116.02; Maricopa County;1702;63098;69579
04013111700;Census Tract 1117; Maricopa County;2296;93333;108170
04013111800;Census Tract 1118; Maricopa County;2638;96622;135506
04013111900;Census Tract 1119; Maricopa County;1152;138241;149781
04013112100;Census Tract 1121; Maricopa County;1021;64375;78404
04013112201;Census Tract 1122.01; Maricopa County;1313;57052;80115
04013112202;Census Tract 1122.02; Maricopa County;1495;46174;60550
04013112301;Census Tract 1123.01; Maricopa County;2025;49849;78833
04013112302;Census Tract 1123.02; Maricopa County;2063;60224;64673
04013112401;Census Tract 1124.01; Maricopa County;1702;56846;74982
04013112402;Census Tract 1124.02; Maricopa County;1331;76779;68918
04013112502;Census Tract 1125.02; Maricopa County;1351;77646;84280
04013112504;Census Tract 1125.04; Maricopa County;1160;68409;79449
04013112507;Census Tract 1125.07; Maricopa County;1060;42097;60488
04013112508;Census Tract 1125.08; Maricopa County;756;70469;65032
04013112510;Census Tract 1125.10; Maricopa County;1138;90929;106673
04013112512;Census Tract 1125.12; Maricopa County;255;42656;72118
04013112514;Census Tract 1125.14; Maricopa County;1584;95929;106967
04013112515;Census Tract 1125.15; Maricopa County;1315;68338;97131
04013112516;Census Tract 1125.16; Maricopa County;1281;61401;81067
04013112517;Census Tract 1125.17; Maricopa County;1435;80568;86373
04013112518;Census Tract 1125.18; Maricopa County;1422;98992;114838
04013112519;Census Tract 1125.19; Maricopa County;1119;47379;56708
04013112520;Census Tract 1125.20; Maricopa County;1180;80515;78750
04013112521;Census Tract 1125.21; Maricopa County;1219;48700;54871
04013112522;Census Tract 1125.22; Maricopa County;1586;70191;83227
04013112523;Census Tract 1125.23; Maricopa County;1488;57813;90750
04013112524;Census Tract 1125.24; Maricopa County;2151;46148;82941
04013112601;Census Tract 1126.01; Maricopa County;1160;30735;47022
04013112602;Census Tract 1126.02; Maricopa County;2032;47188;65618
04013112700;Census Tract 1127; Maricopa County;2020;54845;66401
04013112900;Census Tract 1129; Maricopa County;2045;58250;80579
04013113000;Census Tract 1130; Maricopa County;2419;88765;118265
04013113100;Census Tract 1131; Maricopa County;3295;38623;56802
04013113201;Census Tract 1132.01; Maricopa County;776;61724;89598
04013113202;Census Tract 1132.02; Maricopa County;788;50857;68909
04013113204;Census Tract 1132.04; Maricopa County;1228;61111;67962
04013113301;Census Tract 1133.01; Maricopa County;1215;25296;36844
04013113502;Census Tract 1135.02; Maricopa County;751;41313;48830
04013113503;Census Tract 1135.03; Maricopa County;1384;64527;68755
04013113601;Census Tract 1136.01; Maricopa County;1555;55592;71081
04013113602;Census Tract 1136.02; Maricopa County;1398;42063;65033
04013113701;Census Tract 1137.01; Maricopa County;2586;50372;63540
04013113702;Census Tract 1137.02; Maricopa County;707;62557;79785
04013113800;Census Tract 1138; Maricopa County;1387;68227;90775
04013113900;Census Tract 1139; Maricopa County;626;23232;29555
04013114000;Census Tract 1140; Maricopa County;1215;48523;108178
04013114100;Census Tract 1141; Maricopa County;1096;72895;105266
04013114200;Census Tract 1142; Maricopa County;483;32452;58893
04013114301;Census Tract 1143.01; Maricopa County;219;50457;55767
04013114302;Census Tract 1143.02; Maricopa County;988;31484;36809
04013114401;Census Tract 1144.01; Maricopa County;524;44250;59985
04013114402;Census Tract 1144.02; Maricopa County;566;64625;58940
04013114500;Census Tract 1145; Maricopa County;1333;41461;64324
04013114600;Census Tract 1146; Maricopa County;435;40521;53712
04013114704;Census Tract 1147.04; Maricopa County;393;34034;42857
04013114705;Census Tract 1147.05; Maricopa County;0;-;-
04013114800;Census Tract 1148; Maricopa County;823;60481;66115
04013114900;Census Tract 1149; Maricopa County;1334;25306;37827
04013115200;Census Tract 1152; Maricopa County;907;61250;67112
04013115300;Census Tract 1153; Maricopa County;955;36106;53171
04013115400;Census Tract 1154; Maricopa County;570;45000;56393
04013115500;Census Tract 1155; Maricopa County;1063;45206;51571
04013115600;Census Tract 1156; Maricopa County;1257;60838;79601
04013115700;Census Tract 1157; Maricopa County;1939;79757;97194
