GEOID;tract;county;hh_count;median_hh_inc;mean_hh_inc
04013103216;Census Tract 1032.16; Maricopa County;2464;87976;120116
04013103217;Census Tract 1032.17; Maricopa County;2467;80439;101741
04013103219;Census Tract 1032.19; Maricopa County;1685;97684;150982
04013103220;Census Tract 1032.20; Maricopa County;1369;94792;115424
04013103302;Census Tract 1033.02; Maricopa County;2203;60935;72718
04013103303;Census Tract 1033.03; Maricopa County;1701;55966;73550
04013103304;Census Tract 1033.04; Maricopa County;1653;37214;48450
04013103305;Census Tract 1033.05; Maricopa County;1164;40115;54254
04013103306;Census Tract 1033.06; Maricopa County;1351;37163;49595
04013103400;Census Tract 1034; Maricopa County;1819;66898;87112
04013103501;Census Tract 1035.01; Maricopa County;1258;76597;91286
04013103502;Census Tract 1035.02; Maricopa County;2485;73435;78879
04013103604;Census Tract 1036.04; Maricopa County;1847;53052;75553
04013103605;Census Tract 1036.05; Maricopa County;2466;114506;145750
04013103606;Census Tract 1036.06; Maricopa County;1832;74152;102318
04013103607;Census Tract 1036.07; Maricopa County;1728;93775;125450
04013103608;Census Tract 1036.08; Maricopa County;1574;75970;86377
04013103609;Census Tract 1036.09; Maricopa County;2822;40456;49292
04013103611;Census Tract 1036.11; Maricopa County;2232;97059;136141
04013103612;Census Tract 1036.12; Maricopa County;2653;57893;75557
04013103614;Census Tract 1036.14; Maricopa County;1283;71285;89201
04013103615;Census Tract 1036.15; Maricopa County;1863;35521;42957
04013103701;Census Tract 1037.01; Maricopa County;2338;43910;60782
04013103702;Census Tract 1037.02; Maricopa County;1633;71199;90174
04013103900;Census Tract 1039; Maricopa County;2428;52078;64255
04013104000;Census Tract 1040; Maricopa County;3197;39029;53096
04013104100;Census Tract 1041; Maricopa County;2604;50127;58077
04013104202;Census Tract 1042.02; Maricopa County;1693;68375;91097
04013104203;Census Tract 1042.03; Maricopa County;2283;70065;79231
04013104204;Census Tract 1042.04; Maricopa County;966;64873;79112
04013104205;Census Tract 1042.05; Maricopa County;2729;33817;51032
04013104206;Census Tract 1042.06; Maricopa County;1301;54306;60691
04013104207;Census Tract 1042.07; Maricopa County;1839;62882;72431
04013104212;Census Tract 1042.12; Maricopa County;2109;69784;73890
04013104214;Census Tract 1042.14; Maricopa County;880;59435;75685
04013104215;Census Tract 1042.15; Maricopa County;1528;61579;73426
04013104216;Census Tract 1042.16; Maricopa County;1950;70017;69403
04013104217;Census Tract 1042.17; Maricopa County;1853;59407;69312
04013104218;Census Tract 1042.18; Maricopa County;1311;52817;63105
04013104219;Census Tract 1042.19; Maricopa County;1201;64323;75862
04013104221;Census Tract 1042.21; Maricopa County;1819;69097;76112
04013104222;Census Tract 1042.22; Maricopa County;2287;70471;87342
04013104223;Census Tract 1042.23; Maricopa County;649;131806;157328
04013104224;Census Tract 1042.24; Maricopa County;2548;52008;70339
04013104225;Census Tract 1042.25; Maricopa County;1296;74688;84329
04013104226;Census Tract 1042.26; Maricopa County;1604;60938;78265
04013104227;Census Tract 1042.27; Maricopa County;781;52438;62352
04013104301;Census Tract 1043.01; Maricopa County;1262;63016;80317
04013104302;Census Tract 1043.02; Maricopa County;1917;39037;42089
04013104401;Census Tract 1044.01; Maricopa County;2270;33788;37632
04013104402;Census Tract 1044.02; Maricopa County;1064;36314;50601
04013104501;Census Tract 1045.01; Maricopa County;1536;39350;52165
04013104502;Census Tract 1045.02; Maricopa County;1611;38660;41821
04013104600;Census Tract 1046; Maricopa County;1738;45212;68038
04013104701;Census Tract 1047.01; Maricopa County;1549;50284;51442
04013104702;Census Tract 1047.02; Maricopa County;1800;38140;50844
04013104801;Census Tract 1048.01; Maricopa County;1533;95806;138440
04013104802;Census Tract 1048.02; Maricopa County;2438;66901;82416
04013104900;Census Tract 1049; Maricopa County;1645;94902;106374
04013105002;Census Tract 1050.02; Maricopa County;1299;179127;339676
04013105003;Census Tract 1050.03; Maricopa County;1684;223000;370584
04013105004;Census Tract 1050.04; Maricopa County;1631;219952;380193
04013105101;Census Tract 1051.01; Maricopa County;1659;146917;188904
04013105102;Census Tract 1051.02; Maricopa County;2498;99435;159678
04013105103;Census Tract 1051.03; Maricopa County;1370;200694;350275
04013105200;Census Tract 1052; Maricopa County;3042;71061;83916
04013105300;Census Tract 1053; Maricopa County;2121;70170;95932
04013105400;Census Tract 1054; Maricopa County;1497;105703;143003
04013105501;Census Tract 1055.01; Maricopa County;936;40417;52732
04013105502;Census Tract 1055.02; Maricopa County;838;40000;46970
04013105503;Census Tract 1055.03; Maricopa County;2015;38631;44226
04013105601;Census Tract 1056.01; Maricopa County;1234;47589;70578
04013105602;Census Tract 1056.02; Maricopa County;2116;38194;50489
04013105701;Census Tract 1057.01; Maricopa County;1130;55057;72721
04013105702;Census Tract 1057.02; Maricopa County;1327;61509;73791
04013105800;Census Tract 1058; Maricopa County;2236;60546;71309
04013105900;Census Tract 1059; Maricopa County;2091;50229;61748
04013106001;Census Tract 1060.01; Maricopa County;538;40735;43769
04013106002;Census Tract 1060.02; Maricopa County;1476;38317;44100
04013106003;Census Tract 1060.03; Maricopa County;1243;44917;53399
04013106100;Census Tract 1061; Maricopa County;2731;62327;92582
04013106200;Census Tract 1062; Maricopa County;1443;215625;324556
04013106300;Census Tract 1063; Maricopa County;2759;66506;101766
04013106400;Census Tract 1064; Maricopa County;1361;68087;118665
04013106501;Census Tract 1065.01; Maricopa County;1536;73208;105303
04013106502;Census Tract 1065.02; Maricopa County;1818;50739;76374
04013106600;Census Tract 1066; Maricopa County;1813;87480;145097
04013106701;Census Tract 1067.01; Maricopa County;2100;34884;44856
04013106702;Census Tract 1067.02; Maricopa County;570;53537;71836
04013106703;Census Tract 1067.03; Maricopa County;1020;75789;98556
04013106801;Census Tract 1068.01; Maricopa County;1727;26442;48210
04013106802;Census Tract 1068.02; Maricopa County;1296;44926;66745
04013106900;Census Tract 1069; Maricopa County;2285;60360;60713
04013107001;Census Tract 1070.01; Maricopa County;1544;58977;61268
04013107002;Census Tract 1070.02; Maricopa County;1160;55648;65348
04013107101;Census Tract 1071.01; Maricopa County;1288;60966;70665
04013107102;Census Tract 1071.02; Maricopa County;1645;44083;53595
04013107201;Census Tract 1072.01; Maricopa County;359;27750;30611
04013107202;Census Tract 1072.02; Maricopa County;1370;46593;55306
04013107300;Census Tract 1073; Maricopa County;2146;39528;49524
04013107401;Census Tract 1074.01; Maricopa County;1112;57197;93096
04013107402;Census Tract 1074.02; Maricopa County;436;48750;51355
04013107403;Census Tract 1074.03; Maricopa County;1012;21888;35797
04013107404;Census Tract 1074.04; Maricopa County;404;16703;27133
04013107500;Census Tract 1075; Maricopa County;1653;111550;147381
04013107601;Census Tract 1076.01; Maricopa County;1934;47829;69988
04013107602;Census Tract 1076.02; Maricopa County;1296;73854;117134
04013107700;Census Tract 1077; Maricopa County;2191;74638;134849
04013107800;Census Tract 1078; Maricopa County;1492;91800;180314
04013107900;Census Tract 1079; Maricopa County;1690;91634;197024
04013108000;Census Tract 1080; Maricopa County;949;215859;450095
04013108100;Census Tract 1081; Maricopa County;1141;87382;157124
04013108200;Census Tract 1082; Maricopa County;1683;75662;201363
04013108301;Census Tract 1083.01; Maricopa County;1836;90208;162447
04013108302;Census Tract 1083.02; Maricopa County;1563;63602;92171
04013108400;Census Tract 1084; Maricopa County;2907;66933;118643
04013108501;Census Tract 1085.01; Maricopa County;1084;63404;72686
04013108502;Census Tract 1085.02; Maricopa County;1792;72292;105337
04013108601;Census Tract 1086.01; Maricopa County;1301;32472;48189
04013108602;Census Tract 1086.02; Maricopa County;3424;40669;53450
04013108802;Census Tract 1088.02; Maricopa County;1134;51635;70521
04013108901;Census Tract 1089.01; Maricopa County;1119;51250;99394
04013108902;Census Tract 1089.02; Maricopa County;2232;48865;61595
04013109001;Census Tract 1090.01; Maricopa County;1406;30973;41019
04013109002;Census Tract 1090.02; Maricopa County;1379;35060;46198
04013109003;Census Tract 1090.03; Maricopa County;2897;49730;48620
04013109101;Census Tract 1091.01; Maricopa County;969;45368;58290
04013109102;Census Tract 1091.02; Maricopa County;1630;56989;59450
04013109200;Census Tract 1092; Maricopa County;1402;36656;42976
04013109300;Census Tract 1093; Maricopa County;1175;67266;77149
04013109401;Census Tract 1094.01; Maricopa County;1327;40426;53619
04013109402;Census Tract 1094.02; Maricopa County;1333;51179;61527
04013109500;Census Tract 1095; Maricopa County;1484;66741;89167
04013109601;Census Tract 1096.01; Maricopa County;1279;46889;56710
04013109602;Census Tract 1096.02; Maricopa County;1822;43750;51853
04013109603;Census Tract 1096.03; Maricopa County;1131;51992;63691
04013109604;Census Tract 1096.04; Maricopa County;1139;55268;61757
04013109702;Census Tract 1097.02; Maricopa County;1293;44831;56813
04013109703;Census Tract 1097.03; Maricopa County;1039;41722;46776
04013109704;Census Tract 1097.04; Maricopa County;583;41016;50669
04013109705;Census Tract 1097.05; Maricopa County;494;62885;69735
04013109706;Census Tract 1097.06; Maricopa County;821;49208;45418
04013109707;Census Tract 1097.07; Maricopa County;1665;35753;44620
04013109801;Census Tract 1098.01; Maricopa County;1432;37806;49639
04013109802;Census Tract 1098.02; Maricopa County;1214;62845;65687
04013109900;Census Tract 1099; Maricopa County;1960;52715;70080
04013110001;Census Tract 1100.01; Maricopa County;1148;53555;61312
04013110002;Census Tract 1100.02; Maricopa County;1348;53000;65673
04013110100;Census Tract 1101; Maricopa County;1911;45739;54776
04013110400;Census Tract 1104; Maricopa County;2291;53188;78074
04013110501;Census Tract 1105.01; Maricopa County;1876;46786;59627
04013110502;Census Tract 1105.02; Maricopa County;1826;61910;84233
04013110600;Census Tract 1106; Maricopa County;1906;63527;82156
04013110701;Census Tract 1107.01; Maricopa County;983;47708;47912
04013110702;Census Tract 1107.02; Maricopa County;1742;66250;78792
04013110801;Census Tract 1108.01; Maricopa County;2240;55052;83584
04013110802;Census Tract 1108.02; Maricopa County;1117;50304;69838
04013110901;Census Tract 1109.01; Maricopa County;1643;44886;72526
04013110902;Census Tract 1109.02; Maricopa County;1830;40490;69210
04013111000;Census Tract 1110; Maricopa County;1972;100938;116671
04013111100;Census Tract 1111; Maricopa County;1801;93950;139225
04013111201;Census Tract 1112.01; Maricopa County;2654;45686;74283
04013111202;Census Tract 1112.02; Maricopa County;900;49375;50033
04013111203;Census Tract 1112.03; Maricopa County;1107;39503;41708
04013111204;Census Tract 1112.04; Maricopa County;1622;61299;63931
04013111300;Census Tract 1113; Maricopa County;2439;56567;70735
04013111401;Census Tract 1114.01; Maricopa County;1359;49555;62304
04013111402;Census Tract 1114.02; Maricopa County;1393;50987;68779
04013111501;Census Tract 1115.01; Maricopa County;749;37490;48803
04013111502;Census Tract 1115.02; Maricopa County;2202;44658;50260
04013111601;Census Tract 1116.01; Maricopa County;1016;45735;59517
04013111602;Census Tract 1116.02; Maricopa County;1849;48781;49317
04013111700;Census Tract 1117; Maricopa County;2529;75042;75618
04013111800;Census Tract 1118; Maricopa County;2363;82250;125931
04013111900;Census Tract 1119; Maricopa County;1127;84276;106824
04013112100;Census Tract 1121; Maricopa County;974;45406;57151
04013112201;Census Tract 1122.01; Maricopa County;1281;49080;60909
04013112202;Census Tract 1122.02; Maricopa County;1662;28455;58389
04013112301;Census Tract 1123.01; Maricopa County;2161;29973;41171
04013112302;Census Tract 1123.02; Maricopa County;2100;36461;48108
04013112401;Census Tract 1124.01; Maricopa County;1749;42439;49944
04013112402;Census Tract 1124.02; Maricopa County;1374;74922;73168
04013112502;Census Tract 1125.02; Maricopa County;1481;52838;68924
04013112504;Census Tract 1125.04; Maricopa County;1172;41000;56936
04013112507;Census Tract 1125.07; Maricopa County;913;34135;40233
04013112508;Census Tract 1125.08; Maricopa County;662;47411;46712
04013112510;Census Tract 1125.10; Maricopa County;1174;74830;87451
04013112512;Census Tract 1125.12; Maricopa County;142;54286;48473
04013112514;Census Tract 1125.14; Maricopa County;1453;67634;68502
04013112515;Census Tract 1125.15; Maricopa County;1241;62902;73407
04013112516;Census Tract 1125.16; Maricopa County;1261;50590;65962
04013112517;Census Tract 1125.17; Maricopa County;1361;76976;76827
04013112518;Census Tract 1125.18; Maricopa County;912;83092;82644
04013112519;Census Tract 1125.19; Maricopa County;1063;46250;55527
04013112520;Census Tract 1125.20; Maricopa County;1116;59375;53240
04013112521;Census Tract 1125.21; Maricopa County;1131;41334;47023
04013112522;Census Tract 1125.22; Maricopa County;1378;46014;54366
04013112523;Census Tract 1125.23; Maricopa County;1335;45941;66726
04013112524;Census Tract 1125.24; Maricopa County;2007;39330;73615
04013112601;Census Tract 1126.01; Maricopa County;1184;29528;41002
04013112602;Census Tract 1126.02; Maricopa County;2148;39545;44648
04013112700;Census Tract 1127; Maricopa County;1887;42338;57764
04013112900;Census Tract 1129; Maricopa County;1962;34250;53002
04013113000;Census Tract 1130; Maricopa County;1632;52898;86672
04013113100;Census Tract 1131; Maricopa County;2051;38677;51352
04013113201;Census Tract 1132.01; Maricopa County;724;37237;60024
04013113202;Census Tract 1132.02; Maricopa County;822;40000;52296
04013113204;Census Tract 1132.04; Maricopa County;1336;38654;55559
04013113301;Census Tract 1133.01; Maricopa County;1289;18423;24000
04013113502;Census Tract 1135.02; Maricopa County;863;41059;43419
04013113503;Census Tract 1135.03; Maricopa County;1457;38988;50239
04013113601;Census Tract 1136.01; Maricopa County;1547;46463;55763
04013113602;Census Tract 1136.02; Maricopa County;1427;43886;52379
04013113701;Census Tract 1137.01; Maricopa County;2413;38815;49568
04013113702;Census Tract 1137.02; Maricopa County;670;66935;72923
04013113800;Census Tract 1138; Maricopa County;1252;55675;62579
04013113900;Census Tract 1139; Maricopa County;566;17296;24809
04013114000;Census Tract 1140; Maricopa County;1258;35272;48266
04013114100;Census Tract 1141; Maricopa County;723;68438;105441
04013114200;Census Tract 1142; Maricopa County;424;21711;31516
04013114301;Census Tract 1143.01; Maricopa County;294;31818;45195
04013114302;Census Tract 1143.02; Maricopa County;958;25338;30401
04013114401;Census Tract 1144.01; Maricopa County;456;36618;51279
04013114402;Census Tract 1144.02; Maricopa County;576;41515;46832
04013114500;Census Tract 1145; Maricopa County;1314;42885;57474
04013114600;Census Tract 1146; Maricopa County;458;32746;46165
04013114704;Census Tract 1147.04; Maricopa County;418;37723;35271
04013114705;Census Tract 1147.05; Maricopa County;0;-;-
04013114800;Census Tract 1148; Maricopa County;753;33839;47276
04013114900;Census Tract 1149; Maricopa County;1113;21086;28765
04013115200;Census Tract 1152; Maricopa County;872;44439;54953
04013115300;Census Tract 1153; Maricopa County;1036;25474;34849
04013115400;Census Tract 1154; Maricopa County;582;34405;46731
04013115500;Census Tract 1155; Maricopa County;1026;39074;50994
04013115600;Census Tract 1156; Maricopa County;1078;43906;54097
04013115700;Census Tract 1157; Maricopa County;1812;61154;73360
